order_id,inventory_item_id,gender,status,created_at,shipped_at,delivered_at,returned_at,sale_price,num_of_item,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_distribution_center_id
13322,52224,F,Complete,2023-04-16 15:58:06.000000 UTC,2023-04-17 17:21:00.000000 UTC,2023-04-20 14:18:00.000000 UTC,,22.399999618530277,1,,9.6543997908592232,Accessories,180s Women's Down Ear Warmer,180s,22.399999618530277,Women,3
87342,341607,F,Returned,2023-04-17 09:27:40.000000 UTC,2023-04-20 11:12:00.000000 UTC,2023-04-20 12:28:00.000000 UTC,2023-04-21 01:10:00.000000 UTC,18.989999771118164,1,,7.9947898699669535,Accessories,180s Women's Keystone Earmuff,180s,18.989999771118164,Women,3
19786,77563,F,Complete,2023-05-20 06:06:22.000000 UTC,2023-05-20 13:58:00.000000 UTC,2023-05-22 07:19:00.000000 UTC,,30.0,2,,12.809999976307154,Accessories,180s Women's Tahoe Earmuff,180s,30.0,Women,3
94685,370096,F,Cancelled,2023-05-30 12:50:39.000000 UTC,,,,12.989999771118164,1,,5.2999198921955379,Accessories,2 Pack: Touch Screen Compatible Gloves,Touch Screen Gloves,12.989999771118164,Women,7
101895,397942,F,Shipped,2023-04-22 02:17:24.000000 UTC,2023-04-24 06:36:00.000000 UTC,,,9.8999996185302717,1,,4.1777998230874553,Accessories,2 Tone Nerdy Geek Eye Glasses,106Shades,9.8999996185302717,Women,6
8765,34454,F,Complete,2023-06-19 00:39:31.000000 UTC,2023-06-20 14:57:00.000000 UTC,2023-06-21 07:04:00.000000 UTC,,7.1999998092651367,1,,2.6567999225378038,Accessories,27 Stirrup Legwarmers194,Body Wrappers,7.1999998092651367,Women,4
123120,481476,F,Cancelled,2023-05-03 10:53:43.000000 UTC,,,,7.1999998092651367,1,,2.6567999225378038,Accessories,27 Stirrup Legwarmers194,Body Wrappers,7.1999998092651367,Women,4
40146,157602,F,Complete,2023-03-30 05:26:30.000000 UTC,2023-03-30 08:31:00.000000 UTC,2023-04-03 03:26:00.000000 UTC,,9.9899997711181641,1,,4.3156799014207721,Accessories,3 PACK: Single Layer Cotton Spandex 4.5 Raw Edge Sports & Yoga Headband,Kalon,9.9899997711181641,Women,3
60743,237755,F,Shipped,2023-04-19 12:27:57.000000 UTC,2023-04-16 00:09:00.000000 UTC,,,6.9899997711181641,4,,2.4744599079349641,Accessories,4 Pack: 3/4 Inch Wide Glitter Headband Elastic Back,Kalon,6.9899997711181641,Women,3
103500,404333,F,Shipped,2023-02-16 21:10:37.000000 UTC,2023-02-19 17:10:00.000000 UTC,,,6.9899997711181641,1,,2.4744599079349641,Accessories,4 Pack: 3/4 Inch Wide Glitter Headband Elastic Back,Kalon,6.9899997711181641,Women,3
112000,437872,M,Complete,2023-05-07 08:30:12.000000 UTC,2023-05-08 00:56:00.000000 UTC,2023-05-12 18:13:00.000000 UTC,,19.989999771118164,2,,8.73562987972319,Accessories,4 Panel Large Bill Flap Hat W15S48B (One Size Fits Most/Khaki),MG,19.989999771118164,Men,1
39779,156207,F,Shipped,2023-03-04 11:38:42.000000 UTC,2023-03-04 18:20:00.000000 UTC,,,9.9899997711181641,1,,4.155839897490889,Accessories,80's - 80's -'Club' - Half frame Clear Lens Wayfarer - Black,Private Island,9.9899997711181641,Women,7
99023,386750,F,Cancelled,2023-01-16 01:25:45.000000 UTC,,,,9.9899997711181641,1,,4.1858098831088846,Accessories,80s Wayfarer Party Sunglasses W Mustache W168,Wayfarers,9.9899997711181641,Women,2
100347,391901,F,Cancelled,2023-05-06 11:32:43.000000 UTC,,,,9.9899997711181641,2,,4.1858098831088846,Accessories,80s Wayfarer Party Sunglasses W Mustache W168,Wayfarers,9.9899997711181641,Women,2
69695,272736,F,Processing,2023-04-18 18:00:04.000000 UTC,,,,9.9899997711181641,1,,3.7762198997873071,Accessories,AN1225 Women's Leopard Pattern Fashion Scarf,AN1225,9.9899997711181641,Women,2
85377,333960,F,Processing,2023-06-20 11:47:43.000000 UTC,,,,9.9499998092651367,1,,4.3879499123275281,Accessories,AN1225 Women's Watercolor Pattern Fashion Scarf,AN1225,9.9499998092651367,Women,2
81529,318915,M,Complete,2023-05-21 21:17:33.000000 UTC,2023-05-23 16:57:00.000000 UTC,2023-05-25 03:40:00.000000 UTC,,7.9499998092651358,1,,3.1799999118596318,Accessories,AS196 Medium Smooth Eyeglass Case,MyEyeglassCase,7.9499998092651358,Men,1
120818,472394,M,Complete,2023-02-28 11:54:17.000000 UTC,2023-03-03 09:32:00.000000 UTC,2023-03-06 04:55:00.000000 UTC,,7.9499998092651358,1,,3.1799999118596318,Accessories,AS196 Medium Smooth Eyeglass Case,MyEyeglassCase,7.9499998092651358,Men,1
123179,481717,F,Complete,2023-06-05 09:12:17.000000 UTC,2023-06-06 06:27:00.000000 UTC,2023-06-08 17:20:00.000000 UTC,,25.899999618530277,2,,11.033399812793732,Accessories,Acrylic Tallit (imitation Wool) Prayer Shawl in Black and Gold Size 24 L X 72 W,Talitnia,25.899999618530277,Women,8
16613,65061,F,Shipped,2023-06-29 05:39:02.000000 UTC,2023-06-25 21:49:00.000000 UTC,,,24.989999771118164,3,,9.1463398328161247,Accessories,Adventure Time Marceline Seat Belt Buckle Belt,Buckle Down,24.989999771118164,Women,1
29961,117545,M,Complete,2023-04-19 14:27:29.000000 UTC,2023-04-21 09:47:00.000000 UTC,2023-04-25 11:06:00.000000 UTC,,32.950000762939453,1,,14.333250287689268,Accessories,Aegean Wool Greek Fisherman Cap,FQH,32.950000762939453,Men,8
106958,417890,M,Processing,2023-01-31 17:55:22.000000 UTC,,,,32.950000762939453,3,,14.333250287689268,Accessories,Aegean Wool Greek Fisherman Cap,FQH,32.950000762939453,Men,8
122767,480087,F,Processing,2023-05-15 16:54:39.000000 UTC,,,,9.9899997711181641,4,,3.8960998980827632,Accessories,Alki'i Braided Aviator womens warm beanie snowboarding winter snow hats - 5 colors,Alki'i,9.9899997711181641,Women,1
55773,218182,M,Shipped,2023-02-09 03:04:13.000000 UTC,2023-02-09 21:12:00.000000 UTC,,,9.9899997711181641,1,,4.4755198867428314,Accessories,Alki'i Premium Cuffed thick mens/womens warm beanie snowboarding winter hats - many colors,Alki'i,9.9899997711181641,Men,1
85686,335161,M,Cancelled,2023-03-23 14:30:12.000000 UTC,,,,9.9899997711181641,2,,4.4755198867428314,Accessories,Alki'i Premium Cuffed thick mens/womens warm beanie snowboarding winter hats - many colors,Alki'i,9.9899997711181641,Men,1
41598,163298,M,Cancelled,2023-01-29 16:31:02.000000 UTC,,,,8.9899997711181641,1,,3.9915598828369374,Accessories,Alki'i Ribbed heavy gauge mens/womens warm beanie snowboarding winter hats - 6 colors,Alki'i,8.9899997711181641,Men,1
60008,234828,F,Cancelled,2023-03-04 09:28:37.000000 UTC,,,,14.989999771118164,4,,6.4756799015697837,Accessories,Alki'i Suede Palm 3M Thinsulate Thermal Insulation Fingerless Texting Work Gloves with Mitten Cover - 2 colors,Alki'i,14.989999771118164,Women,1
87391,341792,M,Cancelled,2023-01-07 10:21:55.000000 UTC,,,,8.9899997711181641,4,,3.3532698949347441,Accessories,Alki'i cube mens/womens warm beanie snowboarding winter hats - 6 colors,Alki'i,8.9899997711181641,Men,1
23095,90520,M,Processing,2023-04-09 07:03:33.000000 UTC,,,,8.9899997711181641,1,,3.74882989946574,Accessories,Alki'i striped mens/womens warm beanie snowboarding winter hats - 6 colors,Alki'i,8.9899997711181641,Men,1
99425,388293,M,Processing,2023-01-19 13:40:14.000000 UTC,,,,8.9899997711181641,1,,3.74882989946574,Accessories,Alki'i striped mens/womens warm beanie snowboarding winter hats - 6 colors,Alki'i,8.9899997711181641,Men,1
3337,13117,F,Shipped,2023-06-04 05:29:15.000000 UTC,2023-06-06 07:24:00.000000 UTC,,,7.9099998474121085,1,,2.815959935777784,Accessories,Allegra K Ladies 2.4 Width Black Textured Band Elastic Cinch Waist Belt,Allegra K,7.9099998474121085,Women,9
3146,12365,F,Processing,2023-02-10 05:16:02.000000 UTC,,,,5.869999885559082,2,,2.31864994670488,Accessories,Allegra K Ladies Black Fashion Fingerless Ribbing Short Gloves,Allegra K,5.869999885559082,Women,9
5913,23260,F,Processing,2023-04-03 14:55:46.000000 UTC,,,,5.869999885559082,3,,2.31864994670488,Accessories,Allegra K Ladies Black Fashion Fingerless Ribbing Short Gloves,Allegra K,5.869999885559082,Women,9
44368,173984,F,Shipped,2023-05-09 14:10:56.000000 UTC,2023-05-08 13:57:00.000000 UTC,,,5.869999885559082,4,,2.31864994670488,Accessories,Allegra K Ladies Black Fashion Fingerless Ribbing Short Gloves,Allegra K,5.869999885559082,Women,9
31567,124007,F,Complete,2023-03-28 12:33:41.000000 UTC,2023-03-28 13:30:00.000000 UTC,2023-03-29 23:23:00.000000 UTC,,7.179999828338623,3,,2.5847999339222909,Accessories,Allegra K Women Press Stud Button Dotted Gauze Coated Bow Tie Decoe Black Waist Belt,Allegra K,7.179999828338623,Women,9
122360,478490,F,Shipped,2023-05-28 11:02:05.000000 UTC,2023-05-30 02:53:00.000000 UTC,,,7.179999828338623,1,,2.5847999339222909,Accessories,Allegra K Women Press Stud Button Dotted Gauze Coated Bow Tie Decoe Black Waist Belt,Allegra K,7.179999828338623,Women,9
53275,208549,M,Processing,2023-06-26 16:51:42.000000 UTC,,,,9.9899997711181641,1,,3.9959998935610055,Accessories,Alpine Swiss Fine Lambskin Leather Hand Crafted Men's Money Clip mini Wallet ID Credit Card Holder Front Pocket Wallet with Spring Clip - Black Comes in a Gift Bag,Alpine Swiss,9.9899997711181641,Men,5
2668,10536,F,Shipped,2023-03-06 17:03:37.000000 UTC,2023-03-07 07:03:00.000000 UTC,,,81.949996948242173,1,,34.910698621797565,Accessories,AmeriBag Classic Microfiber Healthy Back Bag Medium,AmeriBag,81.949996948242173,Women,3
11034,43153,F,Complete,2023-06-23 15:33:36.000000 UTC,2023-06-23 12:44:00.000000 UTC,2023-06-27 04:43:00.000000 UTC,,14.0,2,,5.851999968290329,Accessories,American Apparel Twist Scarf,American Apparel,14.0,Women,8
41515,162969,F,Shipped,2023-01-21 12:35:06.000000 UTC,2023-01-24 07:33:00.000000 UTC,,,12.0,1,,4.5839999914169312,Accessories,American Apparel Unisex Wool Blend Fingerless Gloves,American Apparel,12.0,Women,8
101843,397721,F,Processing,2023-02-01 10:27:47.000000 UTC,,,,12.0,1,,4.5839999914169312,Accessories,American Apparel Unisex Wool Blend Fingerless Gloves,American Apparel,12.0,Women,8
26338,103293,M,Shipped,2023-06-10 01:00:54.000000 UTC,2023-06-11 15:40:00.000000 UTC,,,12.979999542236328,2,,5.2958397988228505,Accessories,American Flag Bowtie with Adjustable Neck Size,King Formal Wear,12.979999542236328,Men,8
91217,356741,M,Processing,2023-05-11 05:41:01.000000 UTC,,,,12.979999542236328,4,,5.2958397988228505,Accessories,American Flag Bowtie with Adjustable Neck Size,King Formal Wear,12.979999542236328,Men,8
32442,127563,F,Cancelled,2023-06-30 01:45:54.000000 UTC,,,,8.9899997711181641,1,,3.6499398941466961,Accessories,Angelina 1/2 Cotton + 1/2 Lace Year-Round Light Fashion Scarf with Embroidered Tassel,Angelina,8.9899997711181641,Women,8
11984,46924,M,Processing,2023-02-18 17:49:07.000000 UTC,,,,38.0,2,,15.009999947622418,Accessories,Armani Exchange Logo Web Belt,A:X Armani Exchange,38.0,Men,8
29491,115757,M,Shipped,2023-06-29 03:39:25.000000 UTC,2023-06-28 08:01:00.000000 UTC,,,38.0,4,,15.009999947622418,Accessories,Armani Exchange Logo Web Belt,A:X Armani Exchange,38.0,Men,8
91158,356522,M,Shipped,2023-01-02 14:51:48.000000 UTC,2023-01-02 00:43:00.000000 UTC,,,69.949996948242188,2,,30.91789850728065,Accessories,Arnette Men's Derelict Sunglasses,Arnette,69.949996948242188,Men,2
91474,357743,F,Processing,2023-06-25 13:10:18.000000 UTC,,,,209.94999694824216,1,,88.38894834291861,Accessories,Authentic Tom Ford Sunglasses: MIRANDA TF130 available in multiple colors,Tom Ford,209.94999694824216,Women,3
68856,269502,F,Cancelled,2023-02-02 02:35:40.000000 UTC,,,,9.9499998092651367,3,,3.5421999196439984,Accessories,Aviator Pilot Vintage Retro Turbo V Sunglasses Mens Womens A69,Aviators,9.9499998092651367,Women,7
18792,73622,M,Complete,2023-06-11 09:45:46.000000 UTC,2023-06-10 04:51:00.000000 UTC,2023-06-11 12:03:00.000000 UTC,,2.9900000095367432,2,,1.1870299992526694,Accessories,Aviator Sunglasses Mirror Lens Silver Metal Frame 01,Urban Boundaries Eyewear,2.9900000095367432,Men,5
6979,27420,M,Complete,2023-01-18 06:55:23.000000 UTC,2023-01-19 05:45:00.000000 UTC,2023-01-19 06:40:00.000000 UTC,,10.989999771118164,2,,3.8684798984718327,Accessories,BG Clip Suspenders CS1301,boxed-gifts,10.989999771118164,Men,10
91241,356830,M,Complete,2023-06-18 07:00:28.000000 UTC,2023-06-19 07:56:00.000000 UTC,2023-06-22 13:27:00.000000 UTC,,9.9899997711181641,2,,3.7462498955614874,Accessories,BG College Multi Stripe Color Woven Tie Collection,boxed-gifts,9.9899997711181641,Men,10
124742,487851,M,Shipped,2023-02-03 16:28:56.000000 UTC,2023-02-04 09:15:00.000000 UTC,,,16.5,1,,6.35249998094514,Accessories,BG Solid Color 100% Silk Tie,boxed-gifts,16.5,Men,10
110705,432683,M,Shipped,2023-01-20 13:23:08.000000 UTC,2023-01-20 15:26:00.000000 UTC,,,60.0,3,,21.239999905228611,Accessories,Bailey Curtis,Bailey,60.0,Men,6
102141,399010,F,Shipped,2023-03-08 23:36:22.000000 UTC,2023-03-08 05:50:00.000000 UTC,,,7.9899997711181632,2,,3.3557998883917928,Accessories,Beige Braided Elastic Stretch Belt,Luxury Divas,7.9899997711181632,Women,1
34840,136815,F,Complete,2023-06-17 07:37:32.000000 UTC,2023-06-18 14:58:00.000000 UTC,2023-06-21 01:41:00.000000 UTC,,13.989999771118164,2,,5.6379698872787136,Accessories,Beige Knit Solid Color Circle Eternity Ring Scarf,Luxury Divas,13.989999771118164,Women,1
70677,276537,F,Processing,2023-03-26 03:21:14.000000 UTC,,,,23.950000762939453,1,,9.3165502625226964,Accessories,Bella Taylor Carnevale Quilted Cotton Wristlet Wallet,Victorian Heart Co. Inc.,23.950000762939453,Women,2
67343,263594,F,Shipped,2023-04-02 11:27:31.000000 UTC,2023-04-01 13:25:00.000000 UTC,,,14.989999771118164,2,,5.3664199042114618,Accessories,BeltsandStuds Western Rhinestone Studded Black Leather Belt,BeltsandStuds,14.989999771118164,Women,8
90839,355344,F,Processing,2023-03-08 13:30:38.000000 UTC,,,,28.0,1,,11.703999936580658,Accessories,Betsey Johnson Women's Cozy Cable Lurex Leg Warmer,Betsey Johnson,28.0,Women,4
51153,200193,M,Shipped,2023-05-11 15:11:30.000000 UTC,2023-05-13 05:56:00.000000 UTC,,,34.950000762939453,1,,13.805250253187491,Accessories,Beza Geneva Money Clamp Black Matte with Wallet,Beza,34.950000762939453,Men,1
69900,273491,M,Returned,2023-03-31 02:01:49.000000 UTC,2023-03-30 05:06:00.000000 UTC,2023-03-31 18:42:00.000000 UTC,2023-04-02 12:58:00.000000 UTC,34.950000762939453,2,,13.805250253187491,Accessories,Beza Geneva Money Clamp Black Matte with Wallet,Beza,34.950000762939453,Men,1
83651,327149,F,Shipped,2023-02-27 11:32:07.000000 UTC,2023-03-02 01:59:00.000000 UTC,,,6.2899999618530273,3,,2.3901999789431687,Accessories,Black 1.5 Wide Snap Removable Buckle Belt,Luxury Divas,6.2899999618530273,Women,1
102582,400785,F,Shipped,2023-05-22 18:09:38.000000 UTC,2023-05-22 23:23:00.000000 UTC,,,6.2899999618530273,1,,2.3901999789431687,Accessories,Black 1.5 Wide Snap Removable Buckle Belt,Luxury Divas,6.2899999618530273,Women,1
79388,310702,M,Complete,2023-03-07 04:32:37.000000 UTC,2023-03-06 19:22:00.000000 UTC,2023-03-10 09:25:00.000000 UTC,,12.949999809265137,4,,4.7396998869657523,Accessories,Black Fashion Magic Wallet and Credit/id Case Holder Fathers Gift 5 Card Hold 6 Color Available By Y&G YCM0201,Y&G,12.949999809265137,Men,4
105167,410892,M,Shipped,2023-02-28 00:30:38.000000 UTC,2023-03-02 22:26:00.000000 UTC,,,12.949999809265137,1,,4.7396998869657523,Accessories,Black Fashion Magic Wallet and Credit/id Case Holder Fathers Gift 5 Card Hold 6 Color Available By Y&G YCM0201,Y&G,12.949999809265137,Men,4
117223,458297,M,Complete,2023-01-23 23:28:44.000000 UTC,2023-01-23 08:23:00.000000 UTC,2023-01-25 22:20:00.000000 UTC,,12.949999809265137,2,,4.7396998869657523,Accessories,Black Fashion Magic Wallet and Credit/id Case Holder Fathers Gift 5 Card Hold 6 Color Available By Y&G YCM0201,Y&G,12.949999809265137,Men,4
89176,348844,F,Shipped,2023-04-01 15:40:25.000000 UTC,2023-03-29 08:23:00.000000 UTC,,,24.989999771118164,4,,10.320869874936641,Accessories,Black Fleur Di Lis Rhinestone Western Bling Belt,Luxury Divas,24.989999771118164,Women,1
108240,422857,F,Shipped,2023-06-26 06:34:03.000000 UTC,2023-06-28 19:19:00.000000 UTC,,,27.989999771118164,1,,12.203639815122486,Accessories,Black Gorgeous Rhinestone Studded Belt,Luxury Divas,27.989999771118164,Women,1
76353,298799,F,Processing,2023-06-16 06:57:21.000000 UTC,,,,8.0,2,,3.1199999898672104,Accessories,Black Hand Made Knit Headband With Flower Detail,Luxury Divas,8.0,Women,1
84661,331083,F,Cancelled,2023-05-24 16:47:18.000000 UTC,,,,24.989999771118164,1,,9.0963599181765318,Accessories,Black Knit Ruffle Edge Poncho Shawl Cloak Wrap Cape,Luxury Divas,24.989999771118164,Women,1
69744,272930,M,Processing,2023-06-21 17:48:11.000000 UTC,,,,5.9499998092651367,1,,2.1657999309271574,Accessories,Black Leatherette Tie Case : Leatherette Tie Holder,Ties.com,5.9499998092651367,Men,6
113828,445207,M,Complete,2023-01-15 02:30:32.000000 UTC,2023-01-16 21:52:00.000000 UTC,2023-01-21 11:20:00.000000 UTC,,8.0,1,,2.9679999947547917,Accessories,Black Magic Travel Simple Carry Leather Wallet,Travelwell,8.0,Men,7
121001,473076,M,Cancelled,2023-01-30 15:42:30.000000 UTC,,,,8.0,2,,2.9679999947547917,Accessories,Black Magic Travel Simple Carry Leather Wallet,Travelwell,8.0,Men,7
72112,282124,F,Processing,2023-04-14 23:49:40.000000 UTC,,,,20.239999771118164,1,,7.8935998851001266,Accessories,Black Rhinestone Cross Jeweled Studded Belt,Luxury Divas,20.239999771118164,Women,1
68448,267881,M,Processing,2023-02-07 03:12:22.000000 UTC,,,,10.699999809265137,2,,3.9161998944759375,Accessories,Black Solid Campus Jeep Cap Visor Beanie Ski Cap Caps Hat Hats Toque,DECKY,10.699999809265137,Men,3
106043,414282,M,Processing,2023-02-23 04:34:05.000000 UTC,,,,3.7999999523162842,2,,1.3755999817192557,Accessories,Black Unisex Warm Half Finger Stretchy Knit Gloves,Luxury Divas,3.7999999523162842,Men,1
73139,286199,F,Shipped,2023-01-24 07:49:24.000000 UTC,2023-01-23 08:27:00.000000 UTC,,,18.989999771118164,2,,7.5770098794768668,Accessories,Black and White Houndstooth Pashmina Scarf 12w,Teramasu,18.989999771118164,Women,5
54681,214015,M,Shipped,2023-03-27 10:43:54.000000 UTC,2023-03-26 22:19:00.000000 UTC,,,8.9899997711181641,2,,3.2363999122440816,Accessories,Black/White Leather Bi-Fold Money Clip Wallet for men Cheapest Gift Y&G Money Clip WM1002 One Size Beige,Y&G,8.9899997711181641,Men,4
118896,464733,F,Shipped,2023-01-09 15:27:16.000000 UTC,2023-01-05 23:32:00.000000 UTC,,,24.0,3,,9.11999997496605,Accessories,Blancq-Olibet Traditional French Wool Beret,Blancq-Olibet,24.0,Women,4
78319,306516,M,Shipped,2023-03-21 09:38:46.000000 UTC,2023-03-23 23:18:00.000000 UTC,,,50.0,1,,21.60000000149012,Accessories,Boconi Collins Calf Slimster Wallet,Boconi,50.0,Men,5
21219,83188,M,Processing,2023-03-16 03:35:02.000000 UTC,,,,70.0,1,,29.67999991029501,Accessories,Bosca Old Leather Front Pocket ID Wallet,Bosca,70.0,Men,2
43783,171721,M,Shipped,2023-05-16 06:03:42.000000 UTC,2023-05-18 09:56:00.000000 UTC,,,9.0,2,,3.8699999805539846,Accessories,Boxed 3 pc. Initial Cotton Handkerchiefs,boxed-gifts,9.0,Men,10
14618,57277,M,Complete,2023-02-18 02:11:20.000000 UTC,2023-02-20 17:54:00.000000 UTC,2023-02-22 01:20:00.000000 UTC,,7.9899997711181632,1,,3.5715298729252822,Accessories,Boxed Fancy 3pc. Men's Cotton Handkerchiefs,boxed-gifts,7.9899997711181632,Men,10
