order_id,inventory_item_id,gender,status,created_at,shipped_at,delivered_at,returned_at,sale_price,num_of_item,cost,product_category,product_name,product_brand,product_distribution_center_id,year_month,lama_pengiriman,lama_pengiriman_jam,lama_pengembalian_jam
17977,70395,M,Returned,2023-04-25 07:05:12+00:00,2023-04-26 11:45:00+00:00,2023-04-27 02:04:00+00:00,2023-04-28 15:53:00+00:00,2.799999952316284,1,1.2487999748110772,Accessories,Black Terry 'Y' Suspenders,CTM,10,2023-04,0 days 14:19:00,14.316666666666666,52.13333333333333
37682,147514,M,Returned,2023-03-05 02:15:19+00:00,2023-03-07 18:22:00+00:00,2023-03-11 02:44:00+00:00,2023-03-11 03:37:00+00:00,2.799999952316284,1,1.2487999748110772,Accessories,Black Terry 'Y' Suspenders,CTM,10,2023-03,3 days 08:22:00,80.36666666666666,81.25
1661,6617,M,Complete,2023-03-10 11:50:28+00:00,2023-03-13 05:54:00+00:00,2023-03-17 19:27:00+00:00,,2.950000047683716,1,1.321600018197298,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y753),Tok Tok Designs,2,2023-03,4 days 13:33:00,109.55,
23124,90586,M,Complete,2023-06-29 09:25:59+00:00,2023-06-30 12:57:00+00:00,2023-07-03 21:46:00+00:00,,2.950000047683716,1,1.1888500148976222,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y101),Tok Tok Designs,2,2023-06,3 days 08:49:00,80.81666666666666,
67987,266363,F,Returned,2023-03-20 11:04:41+00:00,2023-03-22 05:38:00+00:00,2023-03-24 00:19:00+00:00,2023-03-26 00:26:00+00:00,2.950000047683716,1,1.1328000116728243,Socks & Hosiery,Pink Ribbon Breast Cancer Awareness Relay for Life Knee Socks Great for Fundraising Walk Survivor (Style 05),Palmetto Fundraising,7,2023-03,1 days 18:41:00,42.68333333333333,90.8
81630,319874,F,Returned,2023-01-07 07:40:52+00:00,2023-01-08 10:27:00+00:00,2023-01-13 02:21:00+00:00,2023-01-15 07:06:00+00:00,2.950000047683716,1,1.268500014130026,Accessories,Unisex Chequered Arab Arafat Shemagh Kafiyah Desert Style Scarf Throw - 17 Gorgeous Colours while stocks last!,Pashminas4u,9,2023-01,4 days 15:54:00,111.9,164.65
54401,213238,F,Complete,2023-03-12 03:51:31+00:00,2023-03-11 15:13:00+00:00,2023-03-15 10:33:00+00:00,,2.990000009536743,2,1.6235700039754808,Intimates,Alivila.Y Fashion Sexy Lace & Sheer Net Lingerie Sleepwear Sleep Dress Set With G-String 393,Alivila.Y Fashion,1,2023-03,3 days 19:20:00,91.33333333333333,
55396,217102,M,Shipped,2023-04-28 12:31:28+00:00,2023-04-28 07:51:00+00:00,,,2.990000009536743,4,1.1870299992526694,Accessories,Aviator Sunglasses Mirror Lens Silver Metal Frame 01,Urban Boundaries Eyewear,5,2023-04,,,
2598,10340,M,Cancelled,2023-05-19 15:19:36+00:00,,,,3.0899999141693115,2,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,10,2023-05,,,
9248,36220,M,Complete,2023-05-11 04:01:41+00:00,2023-05-11 02:22:00+00:00,2023-05-11 14:28:00+00:00,,3.0899999141693115,2,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,10,2023-05,0 days 12:06:00,12.1,
14718,57596,M,Complete,2023-04-22 22:08:58+00:00,2023-04-25 00:16:00+00:00,2023-04-27 12:24:00+00:00,,3.0899999141693115,2,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,10,2023-04,2 days 12:08:00,60.13333333333333,
40625,158888,M,Processing,2023-01-21 17:17:58+00:00,,,,3.0899999141693115,1,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,10,2023-01,,,
35504,138952,M,Processing,2023-06-30 14:28:36+00:00,,,,3.289999961853028,3,1.217299983189255,Accessories,TopTie Unisex New Fashion White and Black Keyboard Piano Skinny 2 Neck Tie Discount NeckTies,TopTie,10,2023-06,,,
53243,208707,M,Shipped,2023-01-31 13:07:20+00:00,2023-02-03 12:25:00+00:00,,,3.289999961853028,1,1.217299983189255,Accessories,TopTie Unisex New Fashion White and Black Keyboard Piano Skinny 2 Neck Tie Discount NeckTies,TopTie,10,2023-01,,,
57837,226765,M,Shipped,2023-06-26 12:05:07+00:00,2023-06-24 02:11:00+00:00,,,3.289999961853028,2,1.217299983189255,Accessories,TopTie Unisex New Fashion White and Black Keyboard Piano Skinny 2 Neck Tie Discount NeckTies,TopTie,10,2023-06,,,
100510,393693,F,Cancelled,2023-03-11 13:09:25+00:00,,,,3.390000104904175,1,1.42719003815338,Socks & Hosiery,Animal Print Cheer Anklet,Chasse,3,2023-03,,,
29916,117054,F,Cancelled,2023-06-16 10:08:19+00:00,,,,3.400000095367432,1,1.764600047418475,Plus,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),H2W,4,2023-06,,,
38774,151775,F,Shipped,2023-04-16 02:25:29+00:00,2023-04-14 06:18:00+00:00,,,3.400000095367432,4,1.764600047418475,Plus,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),H2W,4,2023-04,,,
81716,320212,M,Cancelled,2023-06-13 22:05:21+00:00,,,,3.4600000381469727,2,1.3909200105079635,Accessories,Extra Warm Metro Fleece Ear Warmers,boxed-gifts,10,2023-06,,,
66358,260010,M,Cancelled,2023-04-22 10:28:54+00:00,,,,3.5,1,1.228499999269843,Accessories,Plain Blank Baseball Hats Adjustable Velcro (25 Colors Available),Magic,10,2023-04,,,
95882,375770,F,Cancelled,2023-06-11 21:38:26+00:00,,,,3.5,2,1.3719999934546647,Accessories,Cotton Handkerchief with Large Monogram Embroidery in Blue Pink Yellow or White,Greatlookz,3,2023-06,,,
50176,196687,F,Complete,2023-05-23 16:34:48+00:00,2023-05-19 21:18:00+00:00,2023-05-20 01:18:00+00:00,,3.5,2,1.6939999973401427,Plus,Dainty Floral Embroidered Cotton Handkerchief with Lace Trim,Greatlookz,3,2023-05,0 days 04:00:00,4.0,
84014,329304,F,Complete,2023-04-10 05:48:56+00:00,2023-04-12 19:10:00+00:00,2023-04-16 00:55:00+00:00,,3.5,2,1.4244999955408275,Accessories,Classic and Regal Initial Embroidered Cotton Handkerchief,Greatlookz,3,2023-04,3 days 05:45:00,77.75,
57826,226734,F,Processing,2023-04-17 01:20:05+00:00,,,,3.5,2,1.6939999973401427,Plus,Dainty Floral Embroidered Cotton Handkerchief with Lace Trim,Greatlookz,3,2023-04,,,
55860,218860,F,Returned,2023-06-10 01:42:49+00:00,2023-06-12 15:34:00+00:00,2023-06-16 09:44:00+00:00,2023-06-16 14:40:00+00:00,3.5,1,1.75,Plus,Cotton Handkerchief with Large Monogram Embroidery in Blue Pink Yellow or White,Greatlookz,3,2023-06,3 days 18:10:00,90.16666666666667,95.1
58177,228167,F,Returned,2023-06-12 03:47:22+00:00,2023-06-10 08:39:00+00:00,2023-06-11 02:11:00+00:00,2023-06-12 16:11:00+00:00,3.5,3,1.3719999934546647,Accessories,Cotton Handkerchief with Large Monogram Embroidery in Blue Pink Yellow or White,Greatlookz,3,2023-06,0 days 17:32:00,17.533333333333335,55.53333333333333
85529,335268,M,Shipped,2023-02-17 14:19:23+00:00,2023-02-18 07:12:00+00:00,,,3.5999999046325684,1,2.275199950563908,Socks,Sock Co. 100% Cotton Lisle Non-Binding Dress Sock,Sock Company,7,2023-02,,,
114697,449791,F,Complete,2023-06-22 07:07:06+00:00,2023-06-23 21:02:00+00:00,2023-06-28 12:07:00+00:00,,3.75,1,2.137499994132668,Intimates,BASIC INVISIBLE CLEAR BRA STRAP BY DESIGNSK,DesignSK,1,2023-06,4 days 15:05:00,111.08333333333333,
103555,405844,F,Complete,2023-06-08 02:58:35+00:00,2023-06-10 00:24:00+00:00,2023-06-11 15:42:00+00:00,,3.799999952316284,1,2.1127999729782343,Intimates,Wurl Lace Trim Cotton Thong Panties,Wurl,6,2023-06,1 days 15:18:00,39.3,
5739,22531,F,Processing,2023-04-25 07:05:59+00:00,,,,3.799999952316284,1,2.1127999729782343,Intimates,Wurl Lace Trim Cotton Thong Panties,Wurl,6,2023-04,,,
32357,126591,F,Processing,2023-02-14 08:37:18+00:00,,,,3.900000095367432,2,2.133300053153932,Intimates,Allegra K 5 Pcs Wheat Bra Extender 3x3 Hooks Extenders Strap New,Allegra K,9,2023-02,,,
64153,251449,M,Shipped,2023-02-14 14:27:37+00:00,2023-02-16 12:24:00+00:00,,,3.950000047683716,1,1.7182500154450535,Accessories,HDE Pattern Suspenders,HDE,1,2023-02,,,
96024,376316,M,Shipped,2023-02-06 02:48:46+00:00,2023-02-09 00:47:00+00:00,,,3.950000047683716,1,2.4608500357694925,Socks,LRG No Show Sock,LRG,2,2023-02,,,
113935,446778,M,Processing,2023-01-26 08:05:01+00:00,,,,3.9800000190734863,1,1.496480000410676,Accessories,SET of 2 - 6 Page Plastic Wallet Insert for Bifold Billfold or Trifolds Top Load (Be sure to look at the illustration to see the fit),Plastics Made in U.S.A.,1,2023-01,,,
83588,327653,F,Cancelled,2023-01-30 11:27:57+00:00,,,,3.990000009536743,3,1.5720599976038188,Accessories,Cross Stitch White Handkerchief,Greatlookz,3,2023-01,,,
105398,412946,F,Cancelled,2023-04-15 06:24:45+00:00,,,,3.990000009536743,1,1.711709994816184,Accessories,Dainty Cotton Handkerchief with Crochet Edges,Greatlookz,3,2023-04,,,
2668,10640,F,Complete,2023-01-28 12:02:09+00:00,2023-01-25 19:11:00+00:00,2023-01-28 21:38:00+00:00,,3.990000009536743,2,1.4802900009220838,Accessories,Houndstooth Square Shawl,boxed-gifts,10,2023-01,3 days 02:27:00,74.45,
18798,73586,F,Complete,2023-05-02 07:35:54+00:00,2023-04-28 19:40:00+00:00,2023-04-30 18:51:00+00:00,,3.990000009536743,2,1.711709994816184,Accessories,Dainty Cotton Handkerchief with Crochet Edges,Greatlookz,3,2023-05,1 days 23:11:00,47.18333333333333,
72811,285085,F,Complete,2023-01-26 13:54:31+00:00,2023-01-25 13:19:00+00:00,2023-01-26 17:40:00+00:00,,3.990000009536743,2,1.7875199999916551,Socks & Hosiery,Women's Sock Monkey Ankle Socks,ThatsRad,8,2023-01,1 days 04:21:00,28.35,
16900,66171,F,Processing,2023-02-23 05:48:33+00:00,,,,3.990000009536743,2,1.5720599976038188,Accessories,Cross Stitch White Handkerchief,Greatlookz,3,2023-02,,,
36415,142513,M,Processing,2023-04-27 17:09:02+00:00,,,,3.990000009536743,3,1.6837799976032972,Accessories,TopTie Unisex New Fashion Black & White College Stripe Skinny 2 inch Necktie,TopTie,10,2023-04,,,
86798,340130,F,Processing,2023-01-25 16:19:02+00:00,,,,3.990000009536743,2,1.9710600082190333,Intimates,Bra Extenders - For Three Hook Bras,Carol Wright Gifts,2,2023-01,,,
51615,202321,F,Returned,2023-01-30 08:49:16+00:00,2023-01-31 16:44:00+00:00,2023-02-03 02:30:00+00:00,2023-02-05 16:06:00+00:00,3.990000009536743,1,2.0508600066261,Plus,Houndstooth Square Shawl (40x40) Red Black,TrendsBlue,5,2023-01,2 days 09:46:00,57.766666666666666,119.36666666666666
26568,103907,M,Shipped,2023-01-03 22:49:17+00:00,2023-01-06 22:36:00+00:00,,,3.990000009536743,1,1.5361499990638343,Accessories,LOCS Sunglasses Hardcore Black Dark Lens 0103 Designer Stylish w Bag,Locs,3,2023-01,,,
34557,135200,F,Shipped,2023-06-19 17:39:40+00:00,2023-06-20 08:51:00+00:00,,,3.990000009536743,1,2.0508600066261,Plus,Houndstooth Square Shawl (40x40) Red Black,TrendsBlue,5,2023-06,,,
42763,167516,M,Shipped,2023-02-14 04:21:23+00:00,2023-02-12 22:48:00+00:00,,,3.990000009536743,4,1.6558499966744331,Accessories,Solid Banded Bowtie,boxed-gifts,10,2023-02,,,
42911,168098,M,Shipped,2023-06-06 08:20:47+00:00,2023-06-06 13:07:00+00:00,,,3.990000009536743,1,1.5361499990638343,Accessories,LOCS Sunglasses Hardcore Black Dark Lens 0103 Designer Stylish w Bag,Locs,3,2023-06,,,
58328,228749,F,Shipped,2023-06-12 14:27:58+00:00,2023-06-14 00:07:00+00:00,,,3.990000009536743,2,1.5720599976038188,Accessories,Cross Stitch White Handkerchief,Greatlookz,3,2023-06,,,
58042,227639,M,Shipped,2023-02-20 04:04:17+00:00,2023-02-21 01:38:00+00:00,,,4.039999961853027,2,1.5675199787575007,Accessories,Solid Blank Short Beanie Cap - (Many Colors Available),Magic,10,2023-02,,,
93583,366761,M,Shipped,2023-04-13 16:03:29+00:00,2023-04-14 08:09:00+00:00,,,4.039999961853027,1,1.5675199787575007,Accessories,Solid Blank Short Beanie Cap - (Many Colors Available),Magic,10,2023-04,,,
50780,199139,M,Shipped,2023-02-22 14:39:25+00:00,2023-02-24 15:22:00+00:00,,,4.079999923706056,1,1.6156799629327656,Accessories,910EB Fine Leather Hand Crafted Mans Man's Mens Men's Mini Wallet ID Credit Card Holder with Magnetic Money Clip,Vine Branch,3,2023-02,,,
120253,471226,M,Returned,2023-03-10 14:41:41+00:00,2023-03-11 10:00:00+00:00,2023-03-12 11:22:00+00:00,2023-03-13 10:24:00+00:00,4.130000114440918,2,1.4744100286701318,Accessories,Long Beanie-Black W16S24E,Magic,10,2023-03,1 days 01:22:00,25.366666666666667,48.4
94894,371766,F,Cancelled,2023-06-09 05:22:56+00:00,,,,4.210000038146973,4,1.6419000095449388,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,3,2023-06,,,
67991,266382,F,Complete,2023-04-21 01:50:57+00:00,2023-04-22 23:05:00+00:00,2023-04-25 19:40:00+00:00,,4.210000038146973,1,2.2355100181230902,Plus,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,3,2023-04,2 days 20:35:00,68.58333333333333,
120607,472544,M,Cancelled,2023-03-09 03:20:48+00:00,,,,4.380000114440918,2,1.695060036587119,Accessories,TopTie Mens Formal Solid Black Satin Banded Bow Tie,TopTie,10,2023-03,,,
29498,115416,M,Cancelled,2023-05-23 15:04:22+00:00,,,,4.5,1,1.7189999967813492,Accessories,Blank Cuff Beanie Visor (Comes In Many Different Colors),blank apparel,1,2023-05,,,
67322,263726,M,Cancelled,2023-01-28 21:06:22+00:00,,,,4.5,1,2.861999999731779,Socks,BH Slipper Socks One Size Fits All,BH Medwear,6,2023-01,,,
26385,103169,M,Processing,2023-02-05 02:33:03+00:00,,,,4.5,1,2.861999999731779,Socks,BH Slipper Socks One Size Fits All,BH Medwear,6,2023-02,,,
43244,169396,F,Complete,2023-04-16 06:02:54+00:00,2023-04-18 04:11:00+00:00,2023-04-21 22:44:00+00:00,,4.579999923706056,1,1.9327599604332448,Accessories,Cashmere Feel Patterened Unisex Pashmina Scarf - Plaid/Checks/Stripes Available,Nvie Designs,1,2023-04,3 days 18:33:00,90.55,
78735,308283,F,Complete,2023-04-30 14:54:03+00:00,2023-04-30 02:11:00+00:00,2023-05-04 01:38:00+00:00,,4.579999923706056,3,2.1251199716973304,Plus,Cashmere Feel Patterened Unisex Pashmina Scarf - Plaid/Checks/Stripes Available,Nvie Designs,1,2023-04,3 days 23:27:00,95.45,
79193,310151,F,Returned,2023-04-14 08:57:46+00:00,2023-04-10 14:53:00+00:00,2023-04-12 06:46:00+00:00,2023-04-14 12:12:00+00:00,4.579999923706056,2,2.1251199716973304,Plus,Cashmere Feel Patterened Unisex Pashmina Scarf - Plaid/Checks/Stripes Available,Nvie Designs,1,2023-04,1 days 15:53:00,39.88333333333333,93.31666666666666
119862,469701,F,Processing,2023-04-30 01:43:47+00:00,,,,4.679999828338623,3,2.096639918074608,Accessories,Allegra K Stretchy Thumb Hole Winter Arm Warmer Gloves for Women Black,Allegra K,9,2023-04,,,
70343,275522,F,Shipped,2023-06-30 04:11:13+00:00,2023-07-01 09:16:00+00:00,,,4.679999828338623,2,2.096639918074608,Accessories,Allegra K Stretchy Thumb Hole Winter Arm Warmer Gloves for Women Black,Allegra K,9,2023-06,,,
38839,152044,F,Complete,2023-03-27 09:03:14+00:00,2023-03-27 17:46:00+00:00,2023-03-28 09:03:00+00:00,,4.730000019073486,1,2.0764700051310654,Accessories,collection eighteen Women's Floppy Ribbon Sun Hat,Collection XIIX,3,2023-03,0 days 15:17:00,15.283333333333333,
87467,342691,F,Processing,2023-05-29 23:37:48+00:00,,,,4.730000019073486,1,2.0764700051310654,Accessories,collection eighteen Women's Floppy Ribbon Sun Hat,Collection XIIX,3,2023-05,,,
40841,159716,F,Shipped,2023-02-01 03:19:09+00:00,2023-02-03 12:40:00+00:00,,,4.730000019073486,1,2.1758000130027533,Plus,collection eighteen Women's Floppy Ribbon Sun Hat,Collection XIIX,3,2023-02,,,
46437,181874,M,Processing,2023-03-17 13:34:24+00:00,,,,4.840000152587891,2,1.9602000540450213,Accessories,New Solid Winter Long Beanie,TopHeadwear,4,2023-03,,,
78651,307937,M,Processing,2023-02-25 12:13:50+00:00,,,,4.880000114440918,1,1.8641600402259824,Accessories,Fingerless Long Glove - Black W20S44E,Broner,1,2023-02,,,
61971,242924,M,Cancelled,2023-03-31 11:56:32+00:00,,,,4.949999809265137,2,1.9106999168612069,Accessories,Silky Feel Poly Solid Color Tie,boxed-gifts,10,2023-03,,,
80511,315415,F,Cancelled,2023-01-27 08:05:07+00:00,,,,4.949999809265137,1,1.7869499197855596,Accessories,White Cotton Gloves. Black Cotton Gloves,Gloves Online,1,2023-01,,,
19261,75486,F,Shipped,2023-04-23 07:08:54+00:00,2023-04-24 04:21:00+00:00,,,4.949999809265137,1,2.3809499112807213,Plus,Winter Fuzzy Ski Earmuff Ear muff Warmer Headband Black,SK Hat shop,2,2023-04,,,
34447,134736,M,Shipped,2023-03-04 02:49:47+00:00,2023-03-02 16:28:00+00:00,,,4.949999809265137,2,1.9106999168612069,Accessories,Silky Feel Poly Solid Color Tie,boxed-gifts,10,2023-03,,,
94593,370612,F,Shipped,2023-02-19 10:08:12+00:00,2023-02-20 04:39:00+00:00,,,4.949999809265137,1,1.90574992085062,Accessories,Port Authority - Extra Long Fleece Scarf,Port Authority,6,2023-02,,,
86234,337955,M,Cancelled,2023-02-23 17:23:58+00:00,,,,4.96999979019165,1,1.769319919087291,Accessories,VERY SOFT NECK HOUNDSTOOTH SCARF KANYE WEST STYLE different colors available black-white,TrendsBlue,5,2023-02,,,
43584,170716,F,Cancelled,2023-04-18 02:40:21+00:00,,,,4.989999771118164,1,2.4450998889632523,Intimates,Large Lingerie Bag,Bajer,4,2023-04,,,
1429,5676,F,Complete,2023-06-13 01:22:12+00:00,2023-06-13 22:34:00+00:00,2023-06-17 06:24:00+00:00,,4.989999771118164,1,1.9261399020595853,Accessories,Metro Fleece Ear Warmers,boxed-gifts,10,2023-06,3 days 07:50:00,79.83333333333333,
53430,209394,F,Complete,2023-01-30 14:07:41+00:00,2023-02-02 12:52:00+00:00,2023-02-03 09:08:00+00:00,,4.989999771118164,1,1.9261399020595853,Accessories,Metro Fleece Ear Warmers,boxed-gifts,10,2023-01,0 days 20:16:00,20.266666666666666,
55425,217216,F,Complete,2023-01-31 15:17:09+00:00,2023-02-02 07:46:00+00:00,2023-02-03 17:01:00+00:00,,4.989999771118164,1,1.9261399020595853,Accessories,Metro Fleece Ear Warmers,boxed-gifts,10,2023-01,1 days 09:15:00,33.25,
93534,366553,F,Complete,2023-03-16 14:30:36+00:00,2023-03-19 06:18:00+00:00,2023-03-20 13:24:00+00:00,,4.989999771118164,1,2.135719898915589,Accessories,Multi-Colors Trendy Plaid & Houndstooth Check Soft Square Scarf,TrendsBlue,5,2023-03,1 days 07:06:00,31.1,
124506,488023,M,Complete,2023-05-08 02:48:00+00:00,2023-05-08 07:05:00+00:00,2023-05-09 08:51:00+00:00,,4.989999771118164,2,2.0009899010197167,Accessories,Plain Adjustable Velcro Hats (Many Colors Available),Plain Hats,1,2023-05,1 days 01:46:00,25.766666666666666,
99786,390855,F,Processing,2023-05-18 12:24:56+00:00,,,,4.989999771118164,1,1.981029901568108,Socks & Hosiery,Womens Solid Color Tights - Free Size - Colors Available,Nvie Designs,1,2023-05,,,
115361,452433,F,Processing,2023-02-28 14:40:33+00:00,,,,4.989999771118164,4,3.228529851318598,Leggings,Soho Apparel Girls Seamless Lady 6 1/2 Shorts SS-04 Nylon Spandex,Soho Girls,1,2023-02,,,
76814,300797,F,Shipped,2023-05-13 04:03:28+00:00,2023-05-14 14:51:00+00:00,,,4.989999771118164,1,3.228529851318598,Leggings,Soho Apparel Girls Seamless Lady 6 1/2 Shorts SS-04 Nylon Spandex,Soho Girls,1,2023-05,,,
61089,239494,F,Cancelled,2023-05-06 04:28:02+00:00,,,,5.0,4,2.839999990537762,Intimates,Levusha Fashions Ladies Panties Fine Nylon Spandex Seamless Boyshort,Levusha Fashions,8,2023-05,,,
99307,389039,M,Cancelled,2023-06-08 22:34:17+00:00,,,,5.0,2,2.130000009201467,Active,LRG Crew Sock,LRG,2,2023-06,,,
14851,58120,M,Complete,2023-05-29 15:49:26+00:00,2023-05-30 01:06:00+00:00,2023-06-03 11:55:00+00:00,,5.0,2,2.955000009387732,Socks,LRG Crew Sock,LRG,2,2023-05,4 days 10:49:00,106.81666666666666,
74334,291120,F,Complete,2023-05-10 10:09:15+00:00,2023-05-12 03:35:00+00:00,2023-05-14 16:59:00+00:00,,5.0,1,2.2349999845027924,Socks & Hosiery,LRG Hensler Crew Sock,LRG,2,2023-05,2 days 13:24:00,61.4,
22413,87795,M,Processing,2023-03-20 10:38:33+00:00,,,,5.0,3,2.130000009201467,Active,LRG Crew Sock,LRG,2,2023-03,,,
37079,145144,F,Processing,2023-06-28 04:06:10+00:00,,,,5.0,3,2.2349999845027924,Socks & Hosiery,LRG Hensler Crew Sock,LRG,2,2023-06,,,
108334,424492,F,Processing,2023-02-28 00:55:41+00:00,,,,5.0,1,2.2349999845027924,Socks & Hosiery,LRG Hensler Crew Sock,LRG,2,2023-02,,,
318,1196,M,Shipped,2023-04-13 03:46:11+00:00,2023-04-14 00:50:00+00:00,,,5.0,1,2.2049999982118607,Accessories,Plain Short Cable Beanies (Comes In 10 Different Colors),MM Collections,8,2023-04,,,
13499,52818,F,Shipped,2023-01-05 13:11:51+00:00,2023-01-07 16:37:00+00:00,,,5.0,3,2.2349999845027924,Socks & Hosiery,LRG Hensler Crew Sock,LRG,2,2023-01,,,
42643,167072,M,Shipped,2023-02-21 11:15:00+00:00,2023-02-23 07:54:00+00:00,,,5.0,1,2.569999992847442,Tops & Tees,Seinfeld Happy Festivus For the Rest of Us Light Gray Adult T-shirt Tee,Seinfeld,7,2023-02,,,
65063,255045,F,Complete,2023-01-11 12:02:10+00:00,2023-01-12 07:03:00+00:00,2023-01-16 15:51:00+00:00,,5.090000152587891,3,2.178520062122047,Accessories,Double Hole Grommets Canvas Web Belt,beltiscool,1,2023-01,4 days 08:48:00,104.8,
32426,126861,M,Processing,2023-03-19 23:54:05+00:00,,,,5.199999809265137,2,3.275999884098768,Socks,Heavyweight tube-sock for athlete's ADULT size in 22 colors,Trenway Textiles,6,2023-03,,,
42914,168117,M,Processing,2023-04-17 03:35:44+00:00,,,,5.289999961853027,1,1.893819981456101,Accessories,Rooster Men's Haberdasher Bow Tie,Rooster,2,2023-04,,,
90494,354530,M,Shipped,2023-01-02 02:54:33+00:00,2023-01-02 08:45:00+00:00,,,5.289999961853027,1,1.893819981456101,Accessories,Rooster Men's Haberdasher Bow Tie,Rooster,2,2023-01,,,
62344,244355,M,Processing,2023-02-04 03:40:41+00:00,,,,5.329999923706056,4,1.9134699586319923,Accessories,Black Belt for Buckle,Ivory Falcon,4,2023-02,,,
11499,44952,M,Cancelled,2023-01-06 21:15:25+00:00,,,,5.369999885559082,2,2.4164999445006248,Accessories,Port Authority - Stretch Fleece Headband,Port Authority,6,2023-01,,,
83528,327377,M,Processing,2023-01-15 18:25:53+00:00,,,,5.369999885559082,2,2.4164999445006248,Accessories,Port Authority - Stretch Fleece Headband,Port Authority,6,2023-01,,,
10993,42953,M,Shipped,2023-04-25 10:02:55+00:00,2023-04-26 21:08:00+00:00,,,5.369999885559082,1,2.4164999445006248,Accessories,Port Authority - Stretch Fleece Headband,Port Authority,6,2023-04,,,
46556,182380,F,Cancelled,2023-04-04 10:22:20+00:00,,,,5.489999771118164,1,2.6242198912489414,Plus,Long and Wide Pashmina Silk Scarf with Skull Designer Inspired Pattern Many Colors,NYGiftStop Scarf,10,2023-04,,,
121392,475541,M,Complete,2023-06-07 11:37:57+00:00,2023-06-09 23:03:00+00:00,2023-06-12 11:15:00+00:00,,5.489999771118164,1,3.436739867845773,Socks,Men's Extra Soft Bamboo Knee High Socks - 2 Colors Available (Sizes 9-15),BBC,4,2023-06,2 days 12:12:00,60.2,
